event_id,user_id,session_id,timestamp,velocity_px_s,acceleration_px_s2,curvature,jitter_amplitude,click_duration_ms,dx,dy,event_type,direction_changes,label
63164,8,S008G036,2026-02-09T00:00:02.150000,465.3,869.85,0.2465,2.289,,-58.8,183.1,scroll,1,genuine
63165,8,S008G036,2026-02-09T00:00:02.200000,440.41,829.66,0.2333,1.148,,391.6,-125.6,move,4,genuine
63166,8,S008G036,2026-02-09T00:00:02.250000,538.0,899.98,0.1853,2.525,,71.1,78.5,move,5,genuine
63167,8,S008G036,2026-02-09T00:00:02.300000,480.14,787.49,0.2713,1.761,,162.1,360.0,scroll,0,genuine
63168,8,S008G036,2026-02-09T00:00:02.350000,594.02,822.29,0.2493,1.097,,220.3,86.1,move,1,genuine
63169,8,S008G036,2026-02-09T00:00:02.400000,520.45,1008.97,0.2174,1.992,,61.4,194.5,move,5,genuine
63170,8,S008G036,2026-02-09T00:00:02.450000,309.56,1076.58,0.203,1.505,155.9,-547.4,-202.9,click,3,genuine
63171,8,S008G036,2026-02-09T00:00:02.500000,386.02,754.48,0.2325,1.599,,207.5,-93.6,move,3,genuine
63172,8,S008G036,2026-02-09T00:00:02.550000,544.06,870.95,0.2163,1.575,135.79,-0.5,124.5,click,4,genuine
63173,8,S008G036,2026-02-09T00:00:02.600000,246.99,1062.2,0.1891,1.231,,1.4,63.7,scroll,4,genuine
63174,8,S008G036,2026-02-09T00:00:02.650000,651.61,488.42,0.2733,0.812,,390.7,10.0,move,2,genuine
63175,8,S008G036,2026-02-09T00:00:02.700000,450.24,734.67,0.3064,1.277,,-4.3,-206.3,move,1,genuine
63176,8,S008G036,2026-02-09T00:00:02.750000,357.23,710.38,0.1824,1.948,120.39,74.1,79.3,click,5,genuine
63177,8,S008G036,2026-02-09T00:00:02.800000,473.03,1181.0,0.3318,0.947,,51.4,-17.8,move,5,genuine
63178,8,S008G036,2026-02-09T00:00:02.850000,420.04,771.05,0.2918,1.956,,54.5,131.7,move,4,genuine
63179,8,S008G036,2026-02-09T00:00:02.900000,570.06,699.25,0.2261,0.989,,101.2,283.8,move,2,genuine
63180,8,S008G036,2026-02-09T00:00:02.950000,540.31,847.74,0.2573,2.505,,162.7,224.7,scroll,3,genuine
63181,8,S008G036,2026-02-09T00:00:03,461.55,1055.54,0.1855,0.564,,-94.2,70.6,move,5,genuine
63182,8,S008G036,2026-02-09T00:00:03.050000,312.46,1006.77,0.2702,1.83,106.17,-614.0,223.7,click,5,genuine
63183,8,S008G036,2026-02-09T00:00:03.100000,536.57,1013.22,0.2009,2.111,,15.5,25.6,move,5,genuine
63184,8,S008G036,2026-02-09T00:00:03.150000,280.13,968.31,0.211,1.807,,-121.4,-94.5,move,5,genuine
63185,8,S008G036,2026-02-09T00:00:03.200000,357.97,949.61,0.2243,1.994,,-322.1,-117.0,scroll,4,genuine
63186,8,S008G036,2026-02-09T00:00:03.250000,484.82,1008.58,0.2604,1.242,,-313.6,4.5,move,0,genuine
63187,8,S008G036,2026-02-09T00:00:03.300000,469.17,527.32,0.2191,1.504,,-326.9,-84.4,move,5,genuine
63188,8,S008G036,2026-02-09T00:00:03.350000,557.61,883.57,0.2053,2.765,,10.0,88.4,scroll,3,genuine
63189,8,S008G036,2026-02-09T00:00:03.400000,328.93,1142.16,0.2407,0.563,,379.3,189.6,move,1,genuine
63190,8,S008G036,2026-02-09T00:00:03.450000,516.22,821.02,0.2321,1.639,128.83,247.5,220.8,click,4,genuine
63191,8,S008G036,2026-02-09T00:00:03.500000,519.46,958.69,0.2409,1.991,,76.8,417.0,move,2,genuine
63192,8,S008G036,2026-02-09T00:00:03.550000,509.08,784.38,0.2837,1.917,,65.2,76.8,move,4,genuine
63193,8,S008G036,2026-02-09T00:00:03.600000,403.32,1001.05,0.2258,1.504,,142.5,63.7,move,3,genuine
63194,8,S008G036,2026-02-09T00:00:03.650000,387.35,1055.4,0.2355,1.045,,-199.1,-75.9,move,3,genuine
63195,8,S008G036,2026-02-09T00:00:03.700000,539.77,1078.96,0.2716,1.863,126.39,-66.8,-45.7,click,0,genuine
63196,8,S008G036,2026-02-09T00:00:03.750000,471.36,1156.12,0.16,2.089,,-123.8,267.4,move,3,genuine
63197,8,S008G036,2026-02-09T00:00:03.800000,559.85,716.7,0.1359,2.112,,-145.5,265.5,move,4,genuine
63198,8,S008G036,2026-02-09T00:00:03.850000,463.15,947.56,0.2674,1.267,,-127.0,406.0,move,3,genuine
63199,8,S008G036,2026-02-09T00:00:03.900000,248.89,855.69,0.2309,1.746,,-464.1,449.3,move,5,genuine
63200,8,S008G036,2026-02-09T00:00:03.950000,96.17,913.87,0.2803,1.715,,-252.6,222.8,move,2,genuine
63201,8,S008G036,2026-02-09T00:00:04,519.98,765.3,0.2302,1.63,,186.9,48.1,move,1,genuine
63202,8,S008G036,2026-02-09T00:00:04.050000,523.96,939.14,0.2521,0.869,124.34,-427.0,-50.7,click,4,genuine
63203,8,S008G036,2026-02-09T00:00:04.100000,458.12,795.9,0.2579,1.153,,-157.0,-111.9,move,2,genuine
63204,8,S008G036,2026-02-09T00:00:04.150000,173.33,802.07,0.2574,1.735,,-51.9,208.4,move,4,genuine
63205,8,S008G036,2026-02-09T00:00:04.200000,404.89,955.94,0.168,0.747,,-347.2,-103.5,move,5,genuine
63206,8,S008G036,2026-02-09T00:00:04.250000,409.25,816.34,0.2488,1.754,,-54.1,-24.3,move,3,genuine
63207,8,S008G036,2026-02-09T00:00:04.300000,610.95,793.85,0.1589,1.811,,120.8,13.7,move,2,genuine
63208,8,S008G036,2026-02-09T00:00:04.350000,516.28,663.67,0.2115,1.972,,-72.8,39.2,move,3,genuine
63209,8,S008G036,2026-02-09T00:00:04.400000,637.71,948.43,0.1816,1.414,,174.6,233.3,move,0,genuine
63210,8,S008G036,2026-02-09T00:00:04.450000,372.72,1049.31,0.1454,1.327,,-12.2,-114.5,move,0,genuine
63211,8,S008G036,2026-02-09T00:00:04.500000,307.36,870.41,0.2333,0.734,,-222.3,245.0,move,1,genuine
63212,8,S008G036,2026-02-09T00:00:04.550000,367.24,914.4,0.1578,1.935,,-123.4,165.6,move,3,genuine
63213,8,S008G036,2026-02-09T00:00:04.600000,283.88,888.67,0.2589,1.704,,-52.4,-36.2,move,2,genuine
63214,8,S008G036,2026-02-09T00:00:04.650000,220.87,891.34,0.2538,0.897,102.05,-377.7,19.3,click,0,genuine
63215,8,S008G036,2026-02-09T00:00:04.700000,654.92,963.55,0.2413,2.241,,235.4,-68.3,move,0,genuine
63216,8,S008G036,2026-02-09T00:00:04.750000,155.26,980.6,0.1856,1.463,,-287.3,-127.9,move,1,genuine
63217,8,S008G036,2026-02-09T00:00:04.800000,426.4,885.07,0.2619,1.618,,55.4,-224.6,move,4,genuine
63218,8,S008G036,2026-02-09T00:00:04.850000,331.03,950.72,0.2521,2.003,,467.2,61.6,move,0,genuine
63219,8,S008G036,2026-02-09T00:00:04.900000,447.46,932.78,0.195,1.152,,-171.3,-0.5,move,0,genuine
63220,8,S008G036,2026-02-09T00:00:04.950000,425.91,833.27,0.2738,2.359,126.61,-309.9,1.3,click,0,genuine
63221,8,S008G036,2026-02-09T00:00:05,389.27,886.72,0.2945,1.761,,-240.8,-78.4,scroll,0,genuine
63222,8,S008G036,2026-02-09T00:00:05.050000,451.9,482.27,0.1725,0.706,,-85.6,62.8,move,5,genuine
63223,8,S008G036,2026-02-09T00:00:05.100000,470.26,1069.58,0.2524,1.768,,-96.3,-89.6,move,4,genuine
63224,8,S008G036,2026-02-09T00:00:05.150000,552.71,988.51,0.2397,1.67,125.1,-120.6,-37.1,click,3,genuine
63225,8,S008G036,2026-02-09T00:00:05.200000,731.44,699.59,0.2625,1.967,,-59.1,-81.0,move,5,genuine
63226,8,S008G036,2026-02-09T00:00:05.250000,603.77,952.9,0.2065,1.983,,69.8,-51.9,move,4,genuine
63227,8,S008G036,2026-02-09T00:00:05.300000,358.11,914.92,0.2385,0.986,,-44.6,129.2,move,5,genuine
63228,8,S008G036,2026-02-09T00:00:05.350000,388.76,974.01,0.2221,2.509,,-253.6,-9.3,scroll,2,genuine
63229,8,S008G036,2026-02-09T00:00:05.400000,483.45,923.58,0.2154,2.403,,-18.7,111.7,move,5,genuine
63230,8,S008G036,2026-02-09T00:00:05.450000,237.25,873.01,0.2159,1.763,,139.4,186.3,move,0,genuine
63231,8,S008G036,2026-02-09T00:00:05.500000,438.61,790.67,0.2454,1.154,,-235.4,-90.8,move,1,genuine
63232,8,S008G036,2026-02-09T00:00:05.550000,480.13,935.57,0.2353,1.383,,32.5,85.9,move,0,genuine
63233,8,S008G036,2026-02-09T00:00:05.600000,545.92,690.39,0.2516,2.831,,-63.6,206.2,move,4,genuine
63234,8,S008G036,2026-02-09T00:00:05.650000,401.52,923.97,0.2417,1.915,117.35,-94.3,244.7,click,3,genuine
63235,8,S008G036,2026-02-09T00:00:05.700000,474.29,676.49,0.1875,2.208,,-188.3,113.6,move,4,genuine
63236,8,S008G036,2026-02-09T00:00:05.750000,224.56,755.18,0.2517,1.084,,-22.1,-87.7,move,5,genuine
63237,8,S008G036,2026-02-09T00:00:05.800000,460.48,1160.6,0.2758,0.83,,22.3,-53.3,move,2,genuine
63238,8,S008G036,2026-02-09T00:00:05.850000,567.32,782.94,0.2237,1.19,,-239.7,-307.0,move,4,genuine
63239,8,S008G036,2026-02-09T00:00:05.900000,413.12,622.83,0.197,0.971,134.5,-165.8,-91.1,click,1,genuine
63240,8,S008G036,2026-02-09T00:00:05.950000,724.09,873.42,0.2745,2.413,,-1.2,-11.7,move,4,genuine
63241,8,S008G037,2026-02-27T00:00:00,361.99,810.81,0.2455,2.542,,-359.5,163.7,move,3,genuine
63242,8,S008G037,2026-02-27T00:00:00.050000,347.17,849.97,0.1871,1.34,120.84,-142.6,-53.6,click,4,genuine
63243,8,S008G037,2026-02-27T00:00:00.100000,482.68,898.88,0.2023,0.802,,-38.7,143.9,move,4,genuine
63244,8,S008G037,2026-02-27T00:00:00.150000,435.33,970.32,0.2347,1.215,,257.1,90.0,move,3,genuine
63245,8,S008G037,2026-02-27T00:00:00.200000,579.03,865.57,0.3113,1.665,,-156.4,245.7,move,2,genuine
63246,8,S008G037,2026-02-27T00:00:00.250000,374.64,967.26,0.2333,1.561,,-131.1,212.9,move,0,genuine
63247,8,S008G037,2026-02-27T00:00:00.300000,444.14,740.14,0.2348,2.312,142.84,-33.4,54.4,click,4,genuine
63248,8,S008G037,2026-02-27T00:00:00.350000,399.57,1078.82,0.2769,1.617,,-274.8,-29.1,move,4,genuine
63249,8,S008G037,2026-02-27T00:00:00.400000,501.91,1006.93,0.2769,1.24,,-169.7,35.2,move,1,genuine
63250,8,S008G037,2026-02-27T00:00:00.450000,377.96,707.38,0.2263,1.578,,-63.8,-79.2,move,4,genuine
63251,8,S008G037,2026-02-27T00:00:00.500000,431.72,939.83,0.2183,1.567,,-100.9,235.8,move,5,genuine
63252,8,S008G037,2026-02-27T00:00:00.550000,435.66,712.67,0.2778,2.024,,-194.3,-159.5,move,3,genuine
63253,8,S008G037,2026-02-27T00:00:00.600000,521.51,1204.56,0.2552,1.14,,134.7,-46.7,move,2,genuine
63254,8,S008G037,2026-02-27T00:00:00.650000,376.02,1060.7,0.2765,2.332,,-80.9,-93.0,move,1,genuine
63255,8,S008G037,2026-02-27T00:00:00.700000,500.75,733.44,0.2907,1.601,,-17.3,-255.0,move,5,genuine
63256,8,S008G037,2026-02-27T00:00:00.750000,516.19,908.2,0.297,1.872,,60.7,-335.7,move,2,genuine
63257,8,S008G037,2026-02-27T00:00:00.800000,240.56,940.26,0.2296,1.154,,-93.2,143.6,move,4,genuine
63258,8,S008G037,2026-02-27T00:00:00.850000,314.97,895.45,0.1957,1.604,,105.6,227.7,move,0,genuine
63259,8,S008G037,2026-02-27T00:00:00.900000,448.53,753.25,0.2366,0.494,,-132.9,151.1,move,4,genuine
63260,8,S008G037,2026-02-27T00:00:00.950000,592.07,1059.61,0.3359,1.904,136.42,-25.5,40.5,click,3,genuine
63261,8,S008G037,2026-02-27T00:00:01,635.38,877.58,0.2962,1.212,,-200.0,-119.4,move,4,genuine
63262,8,S008G037,2026-02-27T00:00:01.050000,341.82,853.42,0.2232,2.204,,327.2,-71.9,move,5,genuine
63263,8,S008G037,2026-02-27T00:00:01.100000,510.1,926.35,0.252,1.97,,26.1,-156.2,move,1,genuine
63264,8,S008G037,2026-02-27T00:00:01.150000,498.28,898.76,0.2616,1.968,,85.6,90.2,move,0,genuine
63265,8,S008G037,2026-02-27T00:00:01.200000,467.27,961.7,0.2288,1.831,,281.9,-27.4,move,3,genuine
63266,8,S008G037,2026-02-27T00:00:01.250000,556.52,1040.67,0.2497,1.83,117.76,88.4,88.2,click,0,genuine
63267,8,S008G037,2026-02-27T00:00:01.300000,579.17,1077.04,0.2395,1.334,,-355.3,-154.1,move,4,genuine
63268,8,S008G037,2026-02-27T00:00:01.350000,443.0,633.42,0.2112,2.534,,338.5,307.6,scroll,5,genuine
63269,8,S008G037,2026-02-27T00:00:01.400000,532.45,957.86,0.2669,1.484,,-209.4,-172.9,move,0,genuine
63270,8,S008G037,2026-02-27T00:00:01.450000,521.07,984.75,0.2347,1.325,114.06,-313.8,121.0,click,5,genuine
63271,8,S008G037,2026-02-27T00:00:01.500000,390.72,761.86,0.1683,1.689,,-117.3,-276.2,move,3,genuine
63272,8,S008G037,2026-02-27T00:00:01.550000,547.16,679.72,0.2556,1.872,,-218.6,102.5,move,2,genuine
63273,8,S008G037,2026-02-27T00:00:01.600000,449.73,721.85,0.1851,1.408,,-38.9,-29.2,move,0,genuine
63274,8,S008G037,2026-02-27T00:00:01.650000,120.87,717.82,0.2041,1.801,,25.2,192.9,move,3,genuine
63275,8,S008G037,2026-02-27T00:00:01.700000,405.45,947.78,0.204,2.069,,-156.0,-106.8,move,3,genuine
63276,8,S008G037,2026-02-27T00:00:01.750000,412.71,889.77,0.2112,1.295,,-79.1,-93.8,move,5,genuine
63277,8,S008G037,2026-02-27T00:00:01.800000,438.04,645.68,0.2123,2.076,,389.0,329.3,move,5,genuine
63278,8,S008G037,2026-02-27T00:00:01.850000,409.91,1095.45,0.2338,2.505,,257.4,80.6,move,5,genuine
63279,8,S008G037,2026-02-27T00:00:01.900000,400.61,911.84,0.2596,1.548,129.29,31.1,72.9,click,5,genuine
63280,8,S008G037,2026-02-27T00:00:01.950000,448.2,720.74,0.2699,1.401,,230.3,162.5,move,2,genuine
63281,8,S008G037,2026-02-27T00:00:02,382.05,919.55,0.2121,1.724,,-168.5,-103.1,move,4,genuine
63282,8,S008G037,2026-02-27T00:00:02.050000,430.03,933.4,0.2866,1.752,,300.1,52.0,scroll,5,genuine
63283,8,S008G037,2026-02-27T00:00:02.100000,533.61,833.16,0.2889,2.514,,-205.8,121.1,move,1,genuine
63284,8,S008G037,2026-02-27T00:00:02.150000,228.63,713.84,0.2065,2.205,,26.3,-170.6,move,4,genuine
63285,8,S008G037,2026-02-27T00:00:02.200000,452.89,848.95,0.2639,1.44,,-155.9,-301.3,move,2,genuine
63286,8,S008G037,2026-02-27T00:00:02.250000,368.05,779.49,0.2649,0.999,,171.1,-171.8,move,1,genuine
63287,8,S008G037,2026-02-27T00:00:02.300000,502.93,1135.13,0.3095,1.807,111.0,44.2,-42.0,click,2,genuine
63288,8,S008G037,2026-02-27T00:00:02.350000,446.73,606.12,0.274,1.495,95.58,-355.6,-7.9,click,2,genuine
63289,8,S008G037,2026-02-27T00:00:02.400000,638.19,557.6,0.2163,1.929,,-50.8,16.9,move,2,genuine
63290,8,S008G037,2026-02-27T00:00:02.450000,602.73,1098.93,0.1727,0.981,126.53,-21.4,59.1,click,4,genuine
63291,8,S008G037,2026-02-27T00:00:02.500000,301.7,913.94,0.2463,0.907,,-48.7,-18.6,move,4,genuine
63292,8,S008G037,2026-02-27T00:00:02.550000,660.23,846.75,0.2087,1.53,,-400.1,61.4,move,2,genuine
63293,8,S008G037,2026-02-27T00:00:02.600000,403.56,617.47,0.1866,0.614,,302.7,157.4,move,4,genuine
63294,8,S008G037,2026-02-27T00:00:02.650000,519.21,699.31,0.1895,1.465,,-148.8,-136.9,move,2,genuine
63295,8,S008G037,2026-02-27T00:00:02.700000,376.29,998.41,0.1771,1.805,,-48.0,131.9,move,1,genuine
63296,8,S008G037,2026-02-27T00:00:02.750000,333.19,905.2,0.2011,1.71,,209.7,-127.7,move,5,genuine
63297,8,S008G037,2026-02-27T00:00:02.800000,554.24,801.5,0.1866,1.406,,56.4,66.2,move,3,genuine
63298,8,S008G037,2026-02-27T00:00:02.850000,538.33,861.19,0.2412,1.831,,446.7,-15.5,move,2,genuine
63299,8,S008G037,2026-02-27T00:00:02.900000,254.15,1039.09,0.2734,1.671,140.61,-261.1,-93.9,click,3,genuine
63300,8,S008G037,2026-02-27T00:00:02.950000,640.46,674.33,0.246,1.329,,5.1,111.1,move,1,genuine
63301,8,S008G037,2026-02-27T00:00:03,314.49,871.16,0.1936,2.116,,17.8,-31.9,move,3,genuine
63302,8,S008G037,2026-02-27T00:00:03.050000,250.54,692.98,0.2958,1.414,,-386.2,-23.5,move,0,genuine
63303,8,S008G037,2026-02-27T00:00:03.100000,632.63,1058.69,0.2096,1.036,,254.3,-34.8,move,5,genuine
63304,8,S008G037,2026-02-27T00:00:03.150000,423.08,1151.41,0.1381,1.352,,116.0,-55.4,move,4,genuine
63305,8,S008G037,2026-02-27T00:00:03.200000,535.08,838.49,0.2371,1.554,,-15.5,-54.5,move,3,genuine
63306,8,S008G037,2026-02-27T00:00:03.250000,316.69,859.16,0.1926,0.991,,120.9,173.7,move,3,genuine
63307,8,S008G037,2026-02-27T00:00:03.300000,496.73,948.36,0.2767,1.603,,-276.0,11.3,move,1,genuine
63308,8,S008G037,2026-02-27T00:00:03.350000,734.78,677.68,0.2531,0.293,140.07,72.0,-98.8,click,3,genuine
63309,8,S008G037,2026-02-27T00:00:03.400000,515.1,694.7,0.2531,0.839,,-181.5,-30.5,move,0,genuine
63310,8,S008G037,2026-02-27T00:00:03.450000,349.75,695.98,0.2371,1.102,,-275.7,29.2,scroll,3,genuine
63311,8,S008G037,2026-02-27T00:00:03.500000,500.13,717.33,0.2031,1.943,,192.3,123.4,scroll,3,genuine
63312,8,S008G037,2026-02-27T00:00:03.550000,206.08,856.87,0.2128,1.75,,-82.2,23.7,move,1,genuine
63313,8,S008G037,2026-02-27T00:00:03.600000,280.83,723.38,0.2283,2.124,,61.8,88.1,move,4,genuine
63314,8,S008G037,2026-02-27T00:00:03.650000,468.32,759.74,0.2212,1.562,,416.5,301.8,move,5,genuine
63315,8,S008G037,2026-02-27T00:00:03.700000,461.87,925.67,0.2213,2.283,137.28,-65.6,97.0,click,4,genuine
63316,8,S008G037,2026-02-27T00:00:03.750000,420.51,750.54,0.229,1.468,,-148.0,128.7,scroll,0,genuine
63317,8,S008G037,2026-02-27T00:00:03.800000,485.98,1260.12,0.1465,1.972,,-10.8,-13.7,move,2,genuine
63318,8,S008G037,2026-02-27T00:00:03.850000,496.4,773.48,0.2608,1.788,,200.3,117.1,move,0,genuine
63319,8,S008G037,2026-02-27T00:00:03.900000,594.49,849.59,0.2854,1.963,,-49.8,7.8,move,4,genuine
63320,8,S008G037,2026-02-27T00:00:03.950000,300.43,968.6,0.1859,1.598,,61.3,-10.2,move,5,genuine
63321,8,S008G037,2026-02-27T00:00:04,437.38,789.94,0.2475,1.707,,-341.4,358.5,move,4,genuine
63322,8,S008G037,2026-02-27T00:00:04.050000,543.36,748.72,0.2476,2.28,,229.5,7.0,scroll,2,genuine
63323,8,S008G037,2026-02-27T00:00:04.100000,382.23,1048.79,0.2419,1.877,,-174.7,144.9,move,5,genuine
63324,8,S008G037,2026-02-27T00:00:04.150000,461.37,690.4,0.2498,1.525,,-164.3,-459.2,move,1,genuine
63325,8,S008G037,2026-02-27T00:00:04.200000,518.84,645.55,0.2964,2.759,,-141.1,97.4,move,5,genuine
63326,8,S008G037,2026-02-27T00:00:04.250000,300.58,1041.18,0.1793,2.552,151.49,15.8,-117.6,click,0,genuine
63327,8,S008G037,2026-02-27T00:00:04.300000,350.67,801.71,0.2059,2.297,111.69,216.2,101.8,click,4,genuine
63328,8,S008G037,2026-02-27T00:00:04.350000,466.7,977.57,0.2729,1.941,113.12,49.2,-201.5,click,4,genuine
63329,8,S008G037,2026-02-27T00:00:04.400000,347.62,816.81,0.201,1.309,,272.8,-59.0,move,2,genuine
63330,8,S008G037,2026-02-27T00:00:04.450000,503.22,619.02,0.2026,0.818,,-160.1,-219.2,move,1,genuine
63331,8,S008G037,2026-02-27T00:00:04.500000,451.97,520.33,0.2727,1.391,128.24,-34.7,186.3,click,5,genuine
63332,8,S008G037,2026-02-27T00:00:04.550000,228.27,916.58,0.2288,1.408,,175.2,-117.2,move,4,genuine
63333,8,S008G037,2026-02-27T00:00:04.600000,299.78,894.58,0.2331,1.119,110.05,-68.6,-32.8,click,0,genuine
63334,8,S008G037,2026-02-27T00:00:04.650000,368.5,904.01,0.3086,1.02,,105.7,207.7,scroll,4,genuine
63335,8,S008G037,2026-02-27T00:00:04.700000,439.72,766.89,0.314,1.1,,-36.4,-165.7,move,5,genuine
63336,8,S008G037,2026-02-27T00:00:04.750000,629.56,840.94,0.2036,1.957,,43.3,-180.2,move,2,genuine
63337,8,S008G037,2026-02-27T00:00:04.800000,419.47,1072.07,0.2265,1.924,,337.0,60.6,move,3,genuine
63338,8,S008G037,2026-02-27T00:00:04.850000,276.0,641.52,0.3114,1.079,,341.2,81.4,move,3,genuine
63339,8,S008G037,2026-02-27T00:00:04.900000,476.95,894.52,0.2113,1.797,,-116.1,101.7,move,0,genuine
63340,8,S008G037,2026-02-27T00:00:04.950000,409.68,1057.57,0.2456,1.387,,-143.4,101.8,move,1,genuine
63341,8,S008G037,2026-02-27T00:00:05,291.81,989.91,0.2087,2.906,,231.9,154.1,move,1,genuine
63342,8,S008G037,2026-02-27T00:00:05.050000,551.23,1187.08,0.1803,2.265,,-39.4,-130.8,scroll,1,genuine
63343,8,S008G037,2026-02-27T00:00:05.100000,461.76,725.93,0.2387,1.111,,121.8,0.6,scroll,0,genuine
63344,8,S008G037,2026-02-27T00:00:05.150000,339.46,1021.85,0.1964,1.666,,208.2,-72.3,scroll,5,genuine
63345,8,S008G037,2026-02-27T00:00:05.200000,510.43,939.07,0.2878,1.457,,-223.6,-26.6,move,1,genuine
63346,8,S008G037,2026-02-27T00:00:05.250000,451.4,1044.45,0.2517,1.848,88.0,238.5,-20.2,click,5,genuine
63347,8,S008G037,2026-02-27T00:00:05.300000,203.0,819.23,0.2228,1.728,,244.6,-190.9,move,1,genuine
63348,8,S008G037,2026-02-27T00:00:05.350000,620.67,780.84,0.2553,1.254,,-115.0,52.4,move,5,genuine
63349,8,S008G037,2026-02-27T00:00:05.400000,390.12,1195.33,0.2073,1.047,119.7,-275.3,20.5,click,4,genuine
63350,8,S008G037,2026-02-27T00:00:05.450000,627.12,842.9,0.1183,2.305,,-173.9,26.2,move,1,genuine
63351,8,S008G037,2026-02-27T00:00:05.500000,467.48,817.3,0.2369,1.965,,312.0,1.0,move,0,genuine
63352,8,S008G037,2026-02-27T00:00:05.550000,483.35,701.67,0.2654,1.496,,-90.5,120.9,move,1,genuine
63353,8,S008G037,2026-02-27T00:00:05.600000,365.36,896.8,0.224,1.962,,21.0,-26.8,move,1,genuine
63354,8,S008G037,2026-02-27T00:00:05.650000,171.05,740.29,0.228,2.402,,88.0,140.4,move,0,genuine
63355,8,S008G037,2026-02-27T00:00:05.700000,290.04,769.24,0.2262,1.473,,-282.6,45.0,move,5,genuine
63356,8,S008G037,2026-02-27T00:00:05.750000,316.57,953.96,0.2506,1.346,,128.5,-23.5,move,2,genuine
63357,8,S008G037,2026-02-27T00:00:05.800000,331.98,776.77,0.1825,1.892,110.65,-150.9,95.0,click,2,genuine
63358,8,S008G037,2026-02-27T00:00:05.850000,447.89,795.6,0.2479,2.407,,51.8,-90.7,move,4,genuine
63359,8,S008G037,2026-02-27T00:00:05.900000,467.05,886.86,0.2426,2.255,,70.3,-82.2,move,2,genuine
63360,8,S008G037,2026-02-27T00:00:05.950000,391.67,840.97,0.2564,1.736,,99.2,-14.4,move,3,genuine
63361,8,S008G038,2026-01-04T00:00:00,398.47,826.78,0.2967,1.736,,-322.4,119.2,move,0,genuine
63362,8,S008G038,2026-01-04T00:00:00.050000,471.4,773.81,0.2507,1.504,,-172.1,174.3,move,3,genuine
63363,8,S008G038,2026-01-04T00:00:00.100000,529.65,831.13,0.316,0.815,,56.4,120.2,move,0,genuine
63364,8,S008G038,2026-01-04T00:00:00.150000,547.19,949.38,0.2052,1.514,,466.4,-43.4,move,1,genuine
63365,8,S008G038,2026-01-04T00:00:00.200000,519.73,1133.24,0.1875,1.348,107.59,-8.2,178.6,click,0,genuine
63366,8,S008G038,2026-01-04T00:00:00.250000,318.03,1062.57,0.234,1.365,,211.0,114.3,scroll,2,genuine
63367,8,S008G038,2026-01-04T00:00:00.300000,615.1,1089.45,0.2609,1.011,,-111.6,36.8,move,2,genuine
63368,8,S008G038,2026-01-04T00:00:00.350000,433.98,902.04,0.1983,2.202,,-54.1,27.5,move,2,genuine
63369,8,S008G038,2026-01-04T00:00:00.400000,288.93,871.33,0.2353,2.089,,-127.0,57.1,move,4,genuine
63370,8,S008G038,2026-01-04T00:00:00.450000,533.28,811.17,0.254,1.247,108.85,263.7,19.8,click,0,genuine
63371,8,S008G038,2026-01-04T00:00:00.500000,383.57,1014.61,0.2284,2.243,163.84,-1.3,-119.9,click,1,genuine
63372,8,S008G038,2026-01-04T00:00:00.550000,680.37,957.69,0.1889,1.931,,262.0,-255.5,move,1,genuine
63373,8,S008G038,2026-01-04T00:00:00.600000,582.67,657.37,0.2511,1.004,141.33,-150.9,22.4,click,5,genuine
63374,8,S008G038,2026-01-04T00:00:00.650000,497.47,845.31,0.2667,1.683,,30.7,-95.8,move,3,genuine
63375,8,S008G038,2026-01-04T00:00:00.700000,456.3,849.38,0.1911,0.666,,-0.5,17.0,move,2,genuine
63376,8,S008G038,2026-01-04T00:00:00.750000,355.85,1059.45,0.1605,0.985,,-52.1,-96.6,move,2,genuine
63377,8,S008G038,2026-01-04T00:00:00.800000,608.93,940.2,0.2069,3.045,113.33,-123.4,-54.2,click,2,genuine
63378,8,S008G038,2026-01-04T00:00:00.850000,678.44,871.86,0.1624,2.243,,88.3,36.7,move,1,genuine
63379,8,S008G038,2026-01-04T00:00:00.900000,549.48,778.49,0.2421,1.915,,206.9,75.9,scroll,5,genuine
63380,8,S008G038,2026-01-04T00:00:00.950000,348.36,765.75,0.2419,1.156,121.86,324.0,-31.2,click,2,genuine
63381,8,S008G038,2026-01-04T00:00:01,255.53,975.24,0.2425,2.097,,-160.4,319.0,move,2,genuine
63382,8,S008G038,2026-01-04T00:00:01.050000,183.84,1029.93,0.2667,1.971,,553.0,-33.8,move,3,genuine
63383,8,S008G038,2026-01-04T00:00:01.100000,350.32,956.48,0.2303,1.572,,-185.4,-68.1,move,4,genuine
63384,8,S008G038,2026-01-04T00:00:01.150000,530.98,817.9,0.2564,1.802,,-1.1,-40.4,move,4,genuine
63385,8,S008G038,2026-01-04T00:00:01.200000,164.12,837.27,0.1675,2.01,,318.0,-203.0,move,1,genuine
63386,8,S008G038,2026-01-04T00:00:01.250000,313.35,702.63,0.2737,1.785,,192.9,53.0,move,1,genuine
63387,8,S008G038,2026-01-04T00:00:01.300000,477.82,1029.62,0.2081,1.504,,-256.9,-66.9,move,2,genuine
63388,8,S008G038,2026-01-04T00:00:01.350000,514.96,657.72,0.2292,0.821,,-18.0,13.4,move,5,genuine
